Month,DayofMonth,DayOfWeek,DepTime,Distance,dep_delayed_15min
53488,1,10,2,1725,590,0
21400,7,18,1,2055,1846,1
45641,1,22,7,1451,614,1
64468,8,19,5,1602,432,0
18160,7,10,7,1652,270,1
29227,6,16,5,1611,500,0
44156,5,8,1,1135,507,0
53871,3,2,4,1225,988,0
5731,9,28,4,1730,363,1
98373,5,22,1,1657,270,0
78509,1,11,3,1755,214,0
83245,12,27,3,601,491,0
94159,7,14,5,836,868,0
22237,8,23,2,1214,1126,0
10772,5,12,4,2051,1569,0
57766,6,22,3,915,1912,1
62322,12,2,5,1514,585,0
9439,12,17,6,746,938,0
37923,4,18,2,1558,998,1
3264,3,11,6,1727,447,0
20407,3,2,4,1055,787,0
87142,8,20,6,1843,665,0
90479,3,15,3,1748,238,1
29322,1,10,2,951,134,0
59429,10,7,6,954,733,0
31953,9,30,6,1356,674,0
35916,12,24,7,644,1024,0
98767,1,12,3,626,585,0
99406,10,28,6,1604,336,0
50077,7,10,7,1948,1028,1
57716,9,20,3,1436,304,0
57786,2,14,1,1102,1189,0
40189,7,24,1,1617,418,0
3049,8,9,3,2350,1491,0
86939,4,1,6,1355,624,1
51962,8,6,7,1650,522,0
40651,8,2,3,755,214,0
94789,8,18,5,1604,448,0
20349,8,16,2,1941,1199,1
86293,12,2,6,1755,2288,0
16477,2,22,2,1330,580,0
26338,8,19,5,2112,1235,1
71156,11,18,6,1930,177,0
2650,9,15,5,716,1389,0
63689,1,30,1,1700,337,0
54422,6,22,4,1700,109,0
24784,5,6,5,1441,667,0
33179,1,16,1,731,332,0
95190,8,17,4,1508,848,1
81010,12,8,4,2015,507,0
3533,3,12,7,1608,647,0
32409,1,18,3,1356,622,1
5878,5,22,7,1015,197,0
51097,11,12,6,1555,576,0
39444,9,15,4,606,258,0
8973,1,10,1,1700,223,0
78588,7,29,6,1554,499,0
94670,12,23,6,1754,281,1
28179,12,7,4,912,781,0
87967,5,27,5,2115,316,1
48212,5,24,2,909,946,0
25101,7,5,2,1450,529,0
7633,10,14,6,1031,237,0
33746,11,26,6,1258,599,0
14621,8,4,4,946,1591,0
61273,4,8,5,2014,345,1
70644,9,10,7,953,1864,0
90630,4,3,7,1727,213,0
92619,3,2,4,1053,1846,1
69389,3,24,5,1037,542,0
2647,2,11,5,1959,272,0
75119,4,12,2,1446,1222,0
19675,12,7,4,732,994,0
75122,12,15,5,650,880,0
46154,7,23,6,742,1605,0
74179,11,1,2,530,505,0
90262,2,22,3,955,550,0
68154,7,22,5,845,236,0
2380,8,6,7,1135,197,0
59901,1,21,6,1024,337,0
88542,4,23,7,1352,554,0
18424,8,27,7,2133,541,0
67593,7,9,6,1553,1589,0
37244,11,1,2,1537,770,0
14838,5,28,6,1104,1117,0
1251,5,1,1,1805,325,0
55701,1,17,1,1050,462,0
69161,7,1,6,1232,197,0
99919,2,22,3,1657,603,0
83711,7,8,5,1922,619,0
46237,7,22,5,1210,1927,0
38920,9,24,6,1310,1295,0
38286,7,9,7,1039,1660,0
28226,6,14,3,1954,599,1
26422,12,31,6,554,606,0
72429,3,4,6,553,733,0
91510,12,8,5,1054,1721,0
84452,8,3,3,1209,403,0
54265,11,17,4,1740,775,0
75139,7,28,5,523,936,0
13412,4,19,2,2107,516,0
77003,7,23,7,1015,1491,0
8252,8,6,7,1504,1825,0
86056,4,28,4,657,403,0
11275,3,22,3,1040,732,1
67591,7,12,3,1009,1438,0
44480,1,17,1,719,1552,0
73232,2,5,7,1447,282,0
17380,7,7,4,831,100,0
42615,12,3,7,1837,938,0
42222,11,28,1,913,528,0
42117,3,6,1,1542,224,0
3989,2,12,7,1635,934,1
98147,5,9,2,700,1745,0
71953,5,22,7,846,1999,0
68910,5,3,2,2152,281,0
8515,2,28,1,2131,192,1
32956,4,13,3,651,270,0
50454,10,26,3,1745,2248,0
22097,10,9,1,1747,563,0
87344,8,15,1,1116,761,1
88387,12,29,4,603,1086,0
4884,3,1,2,1448,442,1
92180,7,21,4,2039,992,1
70713,10,17,2,647,1137,0
8246,8,13,6,1351,547,0
7034,1,20,5,1000,317,0
52802,11,22,3,1855,1276,1
58617,2,13,7,700,686,0
3707,8,18,4,1739,678,1
26480,8,21,7,2000,239,0
89607,5,17,2,737,1035,0
42539,11,4,5,1625,383,0
74614,9,20,3,1554,667,0
41452,8,30,3,723,1055,0
15434,11,6,7,1042,932,0
31383,3,13,1,1559,155,0
96637,6,17,6,2123,781,1
9456,2,11,5,1208,1068,0
26059,9,22,4,2026,412,1
76666,3,5,7,1841,956,0
77129,4,17,7,1012,475,0
16190,5,10,2,1645,1246,1
52026,12,22,4,816,335,0
28992,7,1,5,1139,744,0
80586,11,28,1,717,453,0
21228,2,7,1,2117,595,0
80936,12,19,2,1821,1068,1
98714,9,25,1,952,253,0
17879,12,16,5,1709,200,1
89399,2,9,3,2022,745,1
45211,9,28,3,1530,850,0
18382,3,24,5,1543,495,0
143,6,10,6,1619,317,1
77521,2,28,1,1613,901,0
11940,7,30,7,1038,472,0
78227,10,3,1,1023,641,0
12326,11,19,7,1843,500,0
73341,8,21,7,649,462,0
67164,8,5,5,1405,338,0
59099,7,23,6,1123,366,0
53333,8,23,3,1114,223,0
14664,8,21,7,1803,1608,0
53193,7,19,2,1910,842,0
70788,9,5,1,1513,834,0
71387,8,24,3,1617,370,0
96332,7,28,5,1444,426,0
91800,2,6,7,1443,290,0
27884,1,11,3,1250,646,0
81230,12,1,4,1251,1107,0
43920,7,31,1,724,256,0
67416,9,2,6,1312,205,0
6078,2,28,2,800,481,0
89636,6,23,5,1408,887,1
87969,5,11,4,1600,1073,1
56961,12,18,7,1140,2936,0
24604,10,22,6,1254,852,0
95979,11,20,7,1835,228,0
86085,3,4,5,2059,166,0
11416,9,16,5,1535,1333,1
66708,4,1,6,1352,612,0
3800,8,3,3,1015,228,0
8693,4,3,1,1306,678,1
52463,4,9,6,2040,402,0
60119,3,26,7,1350,992,0
52518,6,17,6,1725,584,1
31976,12,15,5,1509,323,0
61875,9,12,1,2056,1635,0
80148,5,15,1,1225,444,1
38873,9,28,4,727,1846,0
528,4,19,2,851,1736,0
74570,4,14,5,758,590,0
49748,10,6,5,1509,1199,0
4114,4,12,2,1209,665,0
94827,11,18,6,1343,1389,0
37665,7,30,7,1736,2425,0
79460,6,15,4,1204,1745,0
90369,3,2,4,1650,220,1
33495,4,9,7,1250,744,0
90181,3,1,2,1217,110,0
96800,11,17,5,900,229,0
22209,9,12,2,1107,2475,0
30770,6,20,2,623,308,0
21618,7,20,4,756,2475,0
55359,6,18,6,1110,1217,0
15455,4,22,6,1337,913,0
15697,1,15,6,1700,328,0
16872,10,23,7,1355,788,1
43495,10,15,6,1547,275,1
83597,10,16,1,809,338,0
88393,5,22,7,1745,491,0
40736,12,31,7,1048,1489,0
21548,1,26,4,620,717,0
24738,5,13,5,1758,418,0
84944,1,29,7,2142,1199,0
45005,2,5,6,1406,258,0
99525,3,23,3,1138,837,0
96160,1,31,2,744,404,0
41236,1,4,2,1655,316,1
62346,9,5,2,1339,813,0
16528,4,18,1,1508,64,0
18213,12,19,1,1744,671,0
13238,3,8,2,959,1608,0
10558,2,17,5,1051,849,0
21084,11,24,5,845,259,0
76523,8,16,3,1454,227,0
4633,5,1,1,918,599,0
78063,6,10,5,837,163,0
55259,10,31,2,1523,1721,0
45910,7,24,1,1307,1156,0
39219,3,20,1,1457,185,0
87589,1,24,1,1728,256,0
918,12,22,5,1611,503,1
58754,1,3,2,635,324,0
47123,8,8,1,1046,1406,1
3925,10,3,1,558,1541,0
68399,1,16,1,942,952,0
79137,10,28,6,945,943,1
30581,10,30,1,821,1619,0
32897,3,19,7,1836,834,0
61089,12,20,3,1220,541,1
53140,9,28,3,2152,1964,1
26862,11,30,4,1502,641,0
53475,11,19,7,1307,828,0
99884,8,25,4,744,964,0
68549,11,23,4,1041,1013,0
76042,10,21,5,927,321,0
17004,6,21,3,1654,185,0
59045,5,5,5,807,1020,0
46376,3,2,3,2043,399,0
60948,12,24,6,1035,407,0
31817,1,4,3,1343,200,0
27894,3,18,6,1731,1464,1
41146,2,23,3,732,1324,0
64292,2,6,1,650,238,0
47422,12,8,4,1549,813,1
81949,10,25,3,1515,650,0
18914,5,2,2,1050,377,0
5524,8,25,5,820,1171,0
81011,8,24,3,2142,109,0
73398,1,29,7,803,47,0
50405,12,24,6,833,576,0
94605,7,6,4,1812,2401,0
90826,4,16,7,1603,589,0
50254,6,21,3,1625,733,1
76762,9,5,2,803,590,0
11371,9,30,6,1107,2342,0
85302,10,23,7,1005,448,0
87074,2,1,3,1056,370,0
30560,1,14,6,832,116,0
76371,10,5,3,1450,299,0
25734,7,26,3,1635,621,0
97363,2,1,2,1146,859,0
48379,11,30,4,1027,888,0
35290,8,22,2,1822,590,0
44282,5,15,1,2209,280,1
65398,9,14,4,1304,374,0
47528,10,19,4,1731,301,1
79078,11,15,2,1818,543,0
74260,4,21,4,1332,866,0
10332,9,30,6,1437,1037,0
15495,12,2,6,1027,726,0
41638,7,12,2,934,224,0
89258,11,21,1,1239,329,1
29773,3,23,3,1730,151,0
32597,5,23,1,725,414,0
26281,2,27,7,830,422,0
79318,9,25,7,2155,397,1
76924,9,16,5,1141,1674,0
69316,9,30,6,1513,700,0
44894,7,5,3,757,1217,0
23616,12,16,6,2255,256,0
4025,7,4,2,738,2433,0
57007,7,31,1,915,1530,0
84985,12,9,6,1654,1545,0
79981,12,29,4,727,859,0
24323,10,27,4,900,276,0
17406,1,22,6,732,569,0
95692,7,10,1,1540,1092,0
51661,4,20,4,53,2496,0
41761,8,21,7,1830,821,0
62769,7,31,1,1249,1750,1
31413,5,31,3,1039,2465,0
36193,2,12,6,1045,950,0
17455,3,17,4,835,1068,0
13470,4,20,3,1314,1515,1
86422,9,21,3,1335,797,0
78819,8,19,6,1426,125,0
97514,6,20,2,1048,228,1
80246,3,26,6,1945,259,0
73675,2,26,6,843,1197,0
42107,12,10,7,1647,413,0
5490,3,23,3,747,1501,1
25301,3,3,4,1417,1536,0
99302,3,10,5,2038,1090,1
45877,2,26,6,821,1008,0
27955,2,25,6,534,696,0
56965,11,18,5,1810,282,0
6333,2,27,7,1151,1739,0
72397,8,17,4,750,428,0
5056,10,4,3,821,1946,0
49581,8,1,1,1955,239,1
73186,10,4,3,2015,337,0
85469,3,18,5,909,1069,0
84960,10,29,6,1620,325,0
56045,9,13,2,1553,599,0
1975,5,10,3,1005,83,0
61598,11,1,3,1842,410,0
96421,5,4,3,1610,668,0
20235,10,31,2,700,1020,0
70239,12,6,2,1018,925,1
46915,9,19,1,1602,432,0
59513,11,14,2,555,978,0
51612,4,6,4,1042,213,0
43244,1,19,3,1626,148,0
58355,12,15,5,1203,347,0
98656,1,2,1,1455,528,0
53955,7,12,2,956,1989,0
71374,5,2,1,823,1545,0
52810,8,25,5,642,631,0
77224,7,24,7,1227,1619,0
95798,4,6,4,1538,987,1
84935,12,19,2,1347,633,1
68228,11,23,4,2111,406,0
48680,1,24,1,1427,193,0
27031,2,11,5,1521,644,0
14614,6,6,2,1523,325,0
14907,6,6,2,1731,861,0
82441,1,18,3,2106,2408,0
61913,4,18,2,1108,121,0
66283,6,16,4,1915,1660,1
8133,5,17,2,1333,632,0
42799,4,8,6,1327,224,0
47640,5,29,1,820,284,0
78163,9,27,2,835,256,0
6943,4,27,3,530,508,0
6910,11,24,5,905,221,0
20983,8,19,5,1145,1390,1
44436,5,8,1,1213,697,1
22217,4,28,4,1005,647,1
46223,1,4,2,1333,258,1
7599,10,13,4,649,310,0
38627,9,7,3,1805,229,0
62251,4,21,4,710,1062,0
55859,12,15,4,30,1235,0
94964,9,14,4,1913,1536,0
14721,4,1,5,1708,175,0
36381,1,4,3,2202,2398,0
13194,8,20,7,1747,717,0
40808,9,21,3,828,455,0
44572,12,28,4,1154,432,0
79717,9,22,5,900,663,1
96991,6,29,3,2138,214,1
94599,11,6,7,1508,689,0
26228,9,29,5,649,236,0
51609,5,16,1,1555,152,0
17270,1,8,6,1715,325,1
30944,5,2,2,2249,2106,0
71510,5,12,5,1800,151,0
4695,6,27,1,2117,808,1
50614,7,25,1,1741,834,0
10275,3,2,3,1445,997,0
59494,7,15,6,1947,1012,0
36916,6,11,7,2026,1626,0
21015,11,27,1,657,931,1
70059,10,4,2,1110,1737,0
78032,10,20,5,1715,978,1
39403,2,6,7,1235,585,0
19159,3,15,2,627,547,0
25460,5,25,4,1354,500,0
25494,4,9,7,1950,802,1
75731,6,30,5,731,1440,0
68722,1,22,6,710,1222,0
83055,8,17,3,649,1189,0
13155,6,13,1,1536,1008,0
27945,9,21,3,2015,258,0
14400,2,16,4,641,667,0
46764,4,30,7,1043,533,0
17926,4,29,5,1010,605,0
65831,8,18,5,2132,201,0
68544,9,19,1,1714,732,0
5230,9,21,3,1349,957,0
15856,10,19,4,957,109,0
71664,9,10,7,1022,657,0
8249,11,18,6,642,787,0
45288,7,2,7,2008,866,1
18538,12,27,2,1459,594,0
10970,7,11,1,1836,603,0
58825,4,4,2,722,193,0
1854,9,14,3,654,205,0
39696,9,21,4,1253,1088,0
82741,10,14,6,1922,528,0
3634,9,19,2,2030,239,0
49470,8,16,2,1905,719,1
69174,7,16,7,922,583,0
11282,6,6,1,1037,100,0
24709,1,28,5,1339,403,0
52824,4,7,4,1801,430,0
58524,2,19,6,1757,1608,0
65231,11,28,1,639,594,0
29488,12,29,5,900,874,0
62863,4,10,1,1623,646,0
90988,5,10,2,932,544,0
95476,9,25,7,1330,335,0
50218,11,28,2,1016,407,0
49261,3,3,4,618,214,0
63058,6,6,2,1854,692,0
53039,10,20,5,948,614,0
1468,12,10,7,1029,775,0
51017,7,18,1,1250,1324,1
59397,12,30,5,1026,1515,0
62644,2,11,5,2100,256,1
86420,1,24,1,2130,235,0
62578,11,23,3,1320,223,0
42015,1,6,5,1057,298,0
68569,8,4,5,1915,1034,0
67184,2,17,4,1837,1082,0
1992,9,6,2,1427,532,0
32715,11,7,2,1331,1080,0
24266,1,19,3,1157,624,0
70791,1,24,1,1008,589,0
5928,4,29,5,1245,1588,1
46829,10,2,1,1833,281,0
14320,6,12,1,910,335,0
19204,12,19,2,124,2338,1
93823,12,7,3,1915,868,0
24802,5,19,5,1249,269,0
18037,5,5,4,1158,673,1
56795,7,26,3,1110,304,0
95222,6,1,4,2038,921,0
41317,12,26,1,2125,368,1
76752,7,28,5,610,160,0
91828,12,16,5,802,429,0
44408,12,26,1,1025,1307,0
71931,4,6,4,1851,576,0
59342,12,14,3,1954,1315,1
52174,3,14,1,931,1570,1
59871,8,11,4,1437,692,0
49225,8,27,6,1844,247,0
59922,10,27,4,957,2640,0
72151,12,14,4,1722,577,0
5966,10,24,1,1601,305,0
15891,8,14,7,1242,689,0
92613,5,8,7,630,258,0
3827,8,26,5,1250,590,0
67778,12,13,3,2139,416,1
95648,3,31,5,703,1222,0
35778,8,5,6,1742,1201,0
31753,8,10,4,600,515,0
75609,4,14,5,1535,490,0
87798,3,27,7,1817,1217,0
38685,9,28,3,1657,261,0
78467,4,2,7,1011,758,1
77716,10,3,2,1435,948,0
33894,9,23,5,640,284,0
29426,4,10,1,1301,291,0
19334,6,16,4,1915,250,1
29980,4,16,6,910,393,0
82983,8,20,6,1555,328,0
62141,3,23,4,1340,416,0
57384,10,2,1,1831,829,1
17538,11,3,5,854,647,1
42576,9,5,1,1813,758,0
18764,12,20,2,2200,193,1
72809,8,1,2,1638,144,0
804,4,11,1,717,2475,0
47342,3,13,1,1018,224,0
39908,10,26,3,626,775,0
95043,9,2,5,1117,912,0
75970,6,26,1,1056,102,0
34593,7,24,1,1150,680,0
66100,10,24,2,753,967,0
24061,4,10,1,1432,692,0
48994,7,2,6,1840,805,0
592,7,11,1,853,669,1
47565,10,26,4,1003,468,0
93474,2,27,1,830,581,0
88097,5,20,6,821,317,0
82906,7,16,6,1935,258,0
80834,12,28,3,1550,651,0
50404,12,24,6,703,1185,0
10474,3,18,6,347,2762,1
40987,5,29,7,1704,494,0
50732,4,16,6,1238,2367,0
2336,11,3,5,1726,56,0
63662,5,15,1,1959,1005,0
53189,10,12,4,819,507,0
50452,7,8,6,1432,1156,1
12740,3,15,3,1558,214,0
38451,12,20,3,1032,545,0
35004,9,10,7,1925,577,1
38016,11,5,6,803,1440,0
59195,9,17,6,2027,2465,0
40069,12,12,2,616,270,0
66883,7,10,1,1856,654,0
10032,3,3,4,1745,64,0
52889,3,14,1,1755,2521,0
91534,12,30,6,1827,630,1
30908,3,30,3,1119,992,0
77612,5,16,2,1714,839,0
71969,6,16,5,613,386,0
62784,4,29,5,1524,299,0
56849,3,19,6,1509,695,0
27601,12,18,1,658,1589,0
82010,1,19,3,653,191,0
30241,5,15,1,634,834,0
92009,11,9,4,545,1324,0
18633,1,10,2,800,906,0
96771,10,10,1,1050,853,0
47329,10,28,5,1028,1660,0
35203,9,9,5,1358,2175,0
47566,9,30,5,2020,153,1
20074,6,14,2,652,612,0
17489,2,23,3,1830,925,1
5330,11,29,2,2310,594,1
43115,5,7,7,959,356,0
98202,3,9,4,630,590,0
84751,1,17,1,628,429,0
78785,5,21,6,1732,1562,0
69859,12,24,7,1839,1571,0
721,8,10,4,644,120,0
84657,2,4,6,859,622,0
24186,4,10,1,1034,548,0
65937,8,12,5,1905,633,1
69996,4,13,4,1119,351,1
93924,9,15,4,1802,321,1
20298,10,26,4,858,870,0
53117,7,6,3,1155,758,0
54434,10,17,2,1040,528,1
29179,4,19,2,2100,407,0
75192,6,2,4,1757,229,0
82434,3,28,1,1805,406,1
20381,5,26,5,858,870,0
45570,7,2,6,2219,2724,0
70530,3,29,2,1407,1721,0
96224,1,15,7,608,335,0
23340,11,20,7,739,763,0
69748,12,31,6,1715,1156,1
34386,12,2,6,2350,584,0
66621,6,4,6,1445,223,1
28890,1,3,2,6,406,1
59786,4,24,7,1143,819,0
19651,12,23,6,922,177,1
13143,8,3,4,755,589,0
47116,6,6,1,1108,1723,0
87651,3,9,3,1745,189,0
31927,9,22,4,1007,2075,1
11696,6,1,4,1823,749,1
59511,12,26,2,1653,590,0
8894,2,18,5,849,692,0
52630,11,7,2,1037,775,0
94453,11,4,5,859,432,0
56943,8,3,3,1838,3904,0
50383,5,22,1,1855,258,0
26760,1,8,7,1548,205,0
13187,5,23,1,1320,365,1
92005,12,14,3,1802,370,0
63915,12,23,5,805,217,0
80117,3,19,7,1008,347,1
57693,9,16,5,1100,227,0
66906,6,30,4,1727,1074,1
72883,10,19,4,932,370,0
32246,4,2,6,2013,181,1
27381,4,12,3,1226,977,0
46653,7,16,7,1523,238,0
16582,11,28,1,1710,187,0
73339,8,5,6,1826,954,1
67261,3,19,6,935,347,0
78491,10,9,1,1056,501,0
17893,12,13,2,903,2130,0
97439,1,2,7,1040,178,1
64404,6,23,4,1008,937,1
76276,6,26,1,1022,931,0
93835,8,15,2,1237,267,0
88785,5,1,7,1143,906,0
24081,4,1,6,1211,191,0
51165,1,22,6,1954,1189,0
93355,9,26,2,1702,288,0
39479,8,7,7,2030,1142,1
4949,6,27,2,1941,733,0
24226,6,19,7,1533,561,0
63755,9,17,7,1042,3386,0
90159,5,10,3,1252,1129,0
354,4,3,7,1644,2338,0
26396,6,21,3,1620,237,0
64883,10,31,1,1538,927,0
32386,10,5,3,1635,288,0
3189,12,21,3,1149,435,0
16878,10,5,3,1240,333,0
94286,9,18,1,1333,557,0
56391,7,6,3,818,991,0
52438,6,18,6,1301,1208,0
89447,11,24,4,1717,403,0
97641,10,13,5,1845,187,1
21517,11,29,3,611,89,0
20985,9,8,5,1109,308,0
46394,7,23,6,659,198,0
73302,9,28,4,1143,1532,1
32896,11,10,4,654,414,0
162,10,1,6,1112,762,0
25604,5,22,1,1901,797,0
26614,8,12,6,1211,4502,0
1404,10,16,1,1220,196,0
63555,1,31,2,1916,1157,0
86380,9,17,7,1815,630,0
74442,12,5,2,931,223,0
61000,4,29,5,1944,143,0
19249,5,25,4,751,301,0
74847,3,10,4,1505,685,0
34076,4,5,3,1407,369,0
10175,4,14,5,1540,338,0
58384,11,20,7,2121,581,1
85870,6,23,5,1340,324,1
4684,2,13,7,1430,368,1
392,6,29,4,657,347,1
182,6,11,7,1829,197,0
15592,10,1,7,1544,377,0
70000,2,26,7,658,346,0
4959,1,10,2,1005,787,0
21438,10,20,4,603,1515,0
56993,1,19,3,2258,2175,0
24398,8,19,5,1750,1747,0
2155,7,31,7,1342,1389,0
97113,12,29,5,646,590,0
7020,11,24,5,1530,294,0
71404,10,9,1,2119,328,1
78961,6,20,1,1855,668,0
48976,12,13,2,1255,443,0
47061,8,31,3,1600,239,0
44723,12,3,6,1113,331,0
99436,9,14,3,1226,821,0
20886,8,18,5,749,272,0
95760,12,12,2,2003,432,0
48704,6,3,6,1951,1235,0
85762,11,14,2,727,1171,0
11668,5,10,3,1738,331,0
13839,9,1,5,1148,238,0
99686,7,19,2,648,956,0
67439,11,11,6,910,622,0
29150,11,28,2,856,867,0
79932,5,11,3,1800,1124,0
5660,2,18,6,1420,797,1
37590,3,2,4,1948,207,0
71338,4,19,3,1738,581,0
1965,4,28,5,1839,129,0
85645,10,4,2,2010,197,0
24772,7,5,3,1409,552,0
90945,3,2,3,1823,532,0
51970,5,7,7,1700,992,0
54115,10,27,4,1011,453,0
46199,5,10,2,1026,197,0
55082,5,6,6,654,364,0
11422,11,28,2,2108,325,1
70283,1,12,4,1810,842,0
13788,10,10,2,658,153,0
90960,1,30,7,1559,319,1
12570,8,10,3,1552,650,0
90576,12,21,3,1953,185,0
62392,10,29,6,1908,366,0
797,7,25,1,1117,585,0
58905,11,1,2,1507,164,0
90094,11,2,3,1622,1440,0
79926,7,25,2,1201,773,0
96531,4,10,7,1303,551,0
27059,6,2,5,2300,313,1
35707,11,29,3,1320,785,0
97468,10,1,7,2118,328,0
95563,5,28,7,1914,1045,0
572,12,26,1,1055,569,0
35071,5,21,6,710,925,0
98370,8,8,1,2053,849,0
92884,3,21,2,1635,2401,0
15032,7,3,7,1615,842,0
63948,5,25,3,1317,992,1
24832,4,27,3,1730,540,0
91742,3,15,2,2224,621,0
44086,1,2,1,915,272,1
50587,12,20,2,1256,599,0
61784,2,9,3,2029,647,0
5129,7,15,6,2129,2556,0
55091,10,11,3,1211,821,0
23667,8,26,6,1050,614,0
76118,11,3,5,1300,337,0
44096,12,1,5,1535,329,0
32756,9,10,7,1154,869,0
92958,9,18,1,555,743,0
64127,5,28,6,1502,368,0
33836,8,20,7,947,432,0
74274,1,30,7,1032,109,0
99386,3,31,4,1928,190,1
11773,12,12,1,911,810,0
74235,9,2,5,1938,597,0
74186,3,10,5,850,152,0
31319,2,19,7,1350,338,0
79322,4,13,3,1810,190,0
83190,4,14,5,1801,1829,1
72906,12,6,3,1438,1005,1
64010,2,13,7,916,405,0
62078,10,18,2,1945,296,0
63960,2,14,2,1155,197,0
57883,6,8,3,625,1608,0
74968,3,19,7,645,1137,0
73550,3,15,2,2143,2419,0
15828,12,16,5,1746,526,0
73426,1,5,3,2142,1444,1
37408,8,18,5,951,192,0
79680,2,14,1,1715,647,0
2994,4,9,6,1229,1964,0
96481,2,16,3,925,324,0
64148,10,30,7,620,671,0
36720,5,28,6,939,83,0
20969,10,23,1,831,286,0
62454,1,16,7,1220,926,0
54270,3,16,3,1655,191,1
8324,7,4,2,1258,550,0
78750,2,19,7,1645,597,0
60469,4,17,1,1605,795,1
11654,2,9,4,710,262,0
20673,3,6,7,1619,386,0
9628,10,18,2,905,670,0
696,9,13,3,1834,399,0
30912,12,15,5,2124,445,0
16657,10,24,1,800,1482,0
43529,1,2,7,1755,508,1
63758,6,21,2,1510,587,0
69926,2,6,7,1730,1891,0
35092,7,13,3,1916,119,1
38043,1,29,7,905,216,0
75116,9,14,3,743,489,0
90624,11,9,4,1034,377,0
98400,11,22,3,632,526,0
85500,11,23,3,1158,853,0
84041,5,5,5,2238,689,1
12225,10,27,4,1021,1038,0
33568,2,7,2,1022,624,0
62514,10,8,6,910,543,1
70497,7,18,2,1051,103,0
36521,4,16,7,1429,533,0
4183,3,3,4,1632,366,0
73722,6,12,1,747,1079,0
26502,12,13,3,1426,692,0
89386,6,21,3,919,543,0
1926,9,13,2,822,200,0
65388,5,15,7,1509,532,0
52427,2,2,3,1413,1723,0
41356,4,23,7,1148,1626,0
71751,10,16,1,1220,109,0
33949,7,31,7,2009,895,1
16069,7,7,5,1501,1013,0
16623,6,11,7,626,236,0
2064,9,20,2,1813,403,1
13901,12,1,4,1625,328,1
23925,12,30,6,1845,156,0
31430,11,20,1,2148,1068,0
30427,1,3,1,1740,480,1
55321,9,22,5,1116,406,0
40301,10,24,1,1713,460,0
42205,12,31,6,837,1891,0
27876,11,12,6,837,2603,0
66709,1,19,3,753,528,0
82604,6,27,2,1958,328,1
56001,8,4,5,1320,602,0
26446,5,9,2,1320,631,0
65734,10,10,2,2128,956,0
41827,6,8,4,1609,337,0
34777,9,12,1,1625,326,0
40119,2,11,6,1915,1162,0
2072,11,1,3,2021,140,0
47219,1,5,4,1556,205,0
68890,2,3,5,1522,447,0
20458,7,26,3,632,248,0
89351,6,28,2,1530,843,0
71183,4,30,7,1316,264,1
27997,8,28,7,801,576,1
45096,3,29,3,1549,925,0
46995,1,24,1,2025,640,0
992,3,21,1,2019,714,0
64701,12,27,2,1247,89,0
57925,2,11,5,1544,86,0
74399,7,31,7,1323,187,0
19731,4,10,1,1855,1166,0
45875,2,12,6,1145,497,0
83030,5,4,3,647,1068,0
65624,6,1,4,1237,224,0
81241,6,30,5,1613,745,0
5368,3,28,2,1323,1745,1
36767,3,25,6,710,373,0
94457,9,8,4,730,201,0
14970,7,3,7,1325,399,0
77749,5,13,6,800,351,0
5200,10,18,2,933,1249,0
63047,11,21,1,2250,606,1
47376,8,15,2,607,895,0
63963,5,12,4,1754,372,0
42775,12,6,2,1040,276,0
25854,9,1,5,1639,267,1
23119,9,16,5,1635,646,0
72110,8,2,2,1027,814,0
33491,11,5,6,645,1844,0
27750,7,17,1,1756,595,0
19482,7,19,2,1126,576,0
18379,2,25,5,1415,1389,1
1151,4,5,2,1451,866,0
86235,9,9,5,916,851,0
16159,3,10,5,1224,354,0
46336,11,6,1,718,641,0
99638,6,23,5,1858,622,1
31137,8,20,6,1730,1192,1
97424,9,12,1,1902,507,0
2090,8,23,3,1536,155,0
91887,7,19,3,736,363,0
59712,5,18,3,1910,612,0
1114,8,23,3,1214,1091,1
85903,9,26,1,1717,911,1
1085,7,12,3,616,963,0
69361,8,24,3,1200,550,0
90164,1,13,5,1417,853,0
56960,8,25,4,1040,227,0
75618,4,18,2,1600,733,0
20844,7,20,4,711,1235,0
89222,8,11,5,1434,455,0
65278,5,14,6,1550,449,0
56535,12,14,3,1640,446,0
50078,5,9,1,1215,417,0
56782,7,6,4,1320,334,0
8895,7,24,1,1307,174,0
22761,4,5,3,1251,867,0
14073,9,2,6,1407,416,0
40258,9,28,4,627,2139,0
64765,9,19,1,827,284,0
69652,10,5,3,543,282,0
98360,9,28,3,826,190,0
50681,12,1,5,645,542,1
74463,6,19,1,1300,1050,0
65479,11,13,1,1959,110,0
54086,3,17,5,1800,670,1
54093,8,2,3,1130,2586,0
82307,10,30,1,1914,944,0
33587,2,25,6,1518,983,0
88804,4,3,1,802,522,0
67499,5,19,5,2018,967,1
69103,2,13,7,1705,644,0
57730,10,16,7,1910,325,1
15475,10,8,7,2013,257,1
66381,2,19,6,559,321,0
38923,6,29,4,1155,466,0
31148,6,8,4,1955,339,0
37464,6,9,5,658,770,0
81528,8,17,4,1822,1050,0
29279,5,5,4,829,978,0
14725,7,13,3,1405,84,0
33206,11,30,3,2221,626,1
25257,9,4,1,1844,503,1
17998,6,29,4,1303,834,1
94945,3,21,1,1420,416,0
28470,4,18,1,824,325,0
